timestamp,accel.x,accel.y,accel.z,accel.mag,accel.diff,comp.x,comp.y,comp.z,comp.dx,comp.dy,comp.dz,comp.heading
1726926175078.748046875,-0.18322753906,0.30810546875,-0.96447753906,1.02894034535,0.0908203125,87,659,440,-9,5,53,60.94539590092
1726926175098.56494140625,-0.12866210937,0.24951171875,-0.96875,1.00860626543,0.080078125,87,659,440,-9,5,53,60.94539590092
1726926175118.68701171875,-0.12866210937,0.24951171875,-0.96875,1.00860626543,0.080078125,87,659,440,-9,5,53,60.94539590092
1726926175138.68701171875,-0.12866210937,0.24951171875,-0.96875,1.00860626543,0.080078125,87,659,440,-9,5,53,60.94539590092
1726926175158.68701171875,-0.12866210937,0.24951171875,-0.96875,1.00860626543,0.080078125,87,659,440,-9,5,53,60.94539590092
1726926175178.56469726562,-0.08764648437,0.24401855468,-0.96350097656,0.99777807807,0.04162597656,80,670,443,-16,16,56,45
1726926175198.68701171875,-0.08764648437,0.24401855468,-0.96350097656,0.99777807807,0.04162597656,80,670,443,-16,16,56,45
1726926175218.68701171875,-0.08764648437,0.24401855468,-0.96350097656,0.99777807807,0.04162597656,80,670,443,-16,16,56,45
1726926175238.68701171875,-0.08764648437,0.24401855468,-0.96350097656,0.99777807807,0.04162597656,80,670,443,-16,16,56,45
1726926175258.56494140625,-0.07470703125,0.29150390625,-0.94860839843,0.99519523786,0.05139160156,71,670,440,-25,16,53,57.38075692880
1726926175278.68701171875,-0.07470703125,0.29150390625,-0.94860839843,0.99519523786,0.05139160156,71,670,440,-25,16,53,57.38075692880
1726926175298.68701171875,-0.07470703125,0.29150390625,-0.94860839843,0.99519523786,0.05139160156,71,670,440,-25,16,53,57.38075692880
1726926175318.68701171875,-0.07470703125,0.29150390625,-0.94860839843,0.99519523786,0.05139160156,71,670,440,-25,16,53,57.38075692880
1726926175338.56494140625,-0.06970214843,0.30847167968,-0.95935058593,1.01013202770,0.02062988281,75,666,444,-21,12,57,60.25511870305
1726926175358.68701171875,-0.06970214843,0.30847167968,-0.95935058593,1.01013202770,0.02062988281,75,666,444,-21,12,57,60.25511870305
1726926175378.68701171875,-0.06970214843,0.30847167968,-0.95935058593,1.01013202770,0.02062988281,75,666,444,-21,12,57,60.25511870305
1726926175398.68701171875,-0.06970214843,0.30847167968,-0.95935058593,1.01013202770,0.02062988281,75,666,444,-21,12,57,60.25511870305
1726926175418.5341796875,-0.0673828125,0.31323242187,-0.98522949218,1.03601744474,0.0263671875,76,681,453,-20,27,66,36.52885536698
1726926175438.68701171875,-0.0673828125,0.31323242187,-0.98522949218,1.03601744474,0.0263671875,76,681,453,-20,27,66,36.52885536698
1726926175458.68701171875,-0.0673828125,0.31323242187,-0.98522949218,1.03601744474,0.0263671875,76,681,453,-20,27,66,36.52885536698
1726926175478.71752929687,-0.0673828125,0.31323242187,-0.98522949218,1.03601744474,0.0263671875,76,681,453,-20,27,66,36.52885536698
1726926175498.56494140625,-0.05908203125,0.314453125,-1.009765625,1.05924410391,0.02587890625,86,658,440,-10,4,53,68.19859051364
1726926175518.68701171875,-0.05908203125,0.314453125,-1.009765625,1.05924410391,0.02587890625,86,658,440,-10,4,53,68.19859051364
1726926175538.68701171875,-0.05908203125,0.314453125,-1.009765625,1.05924410391,0.02587890625,86,658,440,-10,4,53,68.19859051364
1726926175558.71752929687,-0.05908203125,0.314453125,-1.009765625,1.05924410391,0.02587890625,86,658,440,-10,4,53,68.19859051364
1726926175578.56494140625,-0.05407714843,0.306640625,-1.01599121093,1.06263396877,0.01110839843,71,655,443,-25,1,56,87.70938995736
1726926175598.68701171875,-0.05407714843,0.306640625,-1.01599121093,1.06263396877,0.01110839843,71,655,443,-25,1,56,87.70938995736
1726926175618.68701171875,-0.05407714843,0.306640625,-1.01599121093,1.06263396877,0.01110839843,71,655,443,-25,1,56,87.70938995736
1726926175638.68701171875,-0.05407714843,0.306640625,-1.01599121093,1.06263396877,0.01110839843,71,655,443,-25,1,56,87.70938995736
1726926175658.56469726562,-0.05285644531,0.29772949218,-1.00427246093,1.04880876718,0.01477050781,88,645,442,-8,-9,55,138.36646066342
1726926175678.68701171875,-0.05285644531,0.29772949218,-1.00427246093,1.04880876718,0.01477050781,88,645,442,-8,-9,55,138.36646066342
1726926175698.68701171875,-0.05285644531,0.29772949218,-1.00427246093,1.04880876718,0.01477050781,88,645,442,-8,-9,55,138.36646066342
1726926175718.68701171875,-0.05285644531,0.29772949218,-1.00427246093,1.04880876718,0.01477050781,88,645,442,-8,-9,55,138.36646066342
1726926175738.56494140625,-0.04809570312,0.29467773437,-0.99890136718,1.04256995216,0.00769042968,85,659,450,-11,5,63,65.55604521958
1726926175758.68701171875,-0.04809570312,0.29467773437,-0.99890136718,1.04256995216,0.00769042968,85,659,450,-11,5,63,65.55604521958
1726926175778.68701171875,-0.04809570312,0.29467773437,-0.99890136718,1.04256995216,0.00769042968,85,659,450,-11,5,63,65.55604521958
1726926175798.71752929687,-0.04809570312,0.29467773437,-0.99890136718,1.04256995216,0.00769042968,85,659,450,-11,5,63,65.55604521958
1726926175818.53442382812,-0.04272460937,0.29528808593,-1.00048828125,1.04402933237,0.00561523437,76,658,446,-20,4,59,78.69006752597
1726926175838.68701171875,-0.04272460937,0.29528808593,-1.00048828125,1.04402933237,0.00561523437,76,658,446,-20,4,59,78.69006752597
1726926175858.71752929687,-0.04272460937,0.29528808593,-1.00048828125,1.04402933237,0.00561523437,76,658,446,-20,4,59,78.69006752597
1726926175878.68701171875,-0.04272460937,0.29528808593,-1.00048828125,1.04402933237,0.00561523437,76,658,446,-20,4,59,78.69006752597
1726926175898.56469726562,-0.04333496093,0.29870605468,-1.00439453125,1.04876670444,0.00512695312,91,659,438,-5,5,51,45
1726926175918.71752929687,-0.04333496093,0.29870605468,-1.00439453125,1.04876670444,0.00512695312,91,659,438,-5,5,51,45
1726926175938.68701171875,-0.04333496093,0.29870605468,-1.00439453125,1.04876670444,0.00512695312,91,659,438,-5,5,51,45
1726926175958.68701171875,-0.04333496093,0.29870605468,-1.00439453125,1.04876670444,0.00512695312,91,659,438,-5,5,51,45
1726926175978.53442382812,-0.04370117187,0.29931640625,-1.015625,1.05971422756,0.01123046875,73,658,446,-23,4,59,80.13419305691
1726926175998.68701171875,-0.04370117187,0.29931640625,-1.015625,1.05971422756,0.01123046875,73,658,446,-23,4,59,80.13419305691
1726926176018.68701171875,-0.04370117187,0.29931640625,-1.015625,1.05971422756,0.01123046875,73,658,446,-23,4,59,80.13419305691
1726926176038.68701171875,-0.04370117187,0.29931640625,-1.015625,1.05971422756,0.01123046875,73,658,446,-23,4,59,80.13419305691
1726926176075.083984375,-0.03747558593,0.29638671875,-1.01977539062,1.06263415807,0.00793457031,73,662,443,-23,8,56,70.82099197418
1726926176083.81665039062,-0.03747558593,0.29638671875,-1.01977539062,1.06263415807,0.00793457031,73,662,443,-23,8,56,70.82099197418
1726926176098.56494140625,-0.03747558593,0.29638671875,-1.01977539062,1.06263415807,0.00793457031,73,662,443,-23,8,56,70.82099197418
1726926176118.68701171875,-0.03747558593,0.29638671875,-1.01977539062,1.06263415807,0.00793457031,73,662,443,-23,8,56,70.82099197418
1726926176138.56494140625,-0.03576660156,0.29821777343,-1.0185546875,1.06191654173,0.00268554687,76,666,448,-20,12,61,59.03624346792
1726926176158.71752929687,-0.03576660156,0.29821777343,-1.0185546875,1.06191654173,0.00268554687,76,666,448,-20,12,61,59.03624346792
1726926176178.68701171875,-0.03576660156,0.29821777343,-1.0185546875,1.06191654173,0.00268554687,76,666,448,-20,12,61,59.03624346792
1726926176198.68701171875,-0.03576660156,0.29821777343,-1.0185546875,1.06191654173,0.00268554687,76,666,448,-20,12,61,59.03624346792
1726926176218.56494140625,-0.0400390625,0.30114746093,-1.00866699218,1.05342395116,0.01110839843,90,659,445,-6,5,58,50.19442890773
1726926176238.68701171875,-0.0400390625,0.30114746093,-1.00866699218,1.05342395116,0.01110839843,90,659,445,-6,5,58,50.19442890773
1726926176258.71752929687,-0.0400390625,0.30114746093,-1.00866699218,1.05342395116,0.01110839843,90,659,445,-6,5,58,50.19442890773
1726926176278.68701171875,-0.0400390625,0.30114746093,-1.00866699218,1.05342395116,0.01110839843,90,659,445,-6,5,58,50.19442890773
1726926176298.56494140625,-0.06713867187,0.30456542968,-1.01135253906,1.05834855340,0.02734375,88,671,448,-8,17,61,25.20112364547
1726926176318.68701171875,-0.06713867187,0.30456542968,-1.01135253906,1.05834855340,0.02734375,88,671,448,-8,17,61,25.20112364547
1726926176338.68701171875,-0.06713867187,0.30456542968,-1.01135253906,1.05834855340,0.02734375,88,671,448,-8,17,61,25.20112364547
1726926176358.68701171875,-0.06713867187,0.30456542968,-1.01135253906,1.05834855340,0.02734375,88,671,448,-8,17,61,25.20112364547
1726926176378.56494140625,-0.00073242187,0.32287597656,-1.02075195312,1.07059982369,0.06945800781,85,672,438,-11,18,51,31.42956561483
1726926176398.68701171875,-0.00073242187,0.32287597656,-1.02075195312,1.07059982369,0.06945800781,85,672,438,-11,18,51,31.42956561483
1726926176418.68701171875,-0.00073242187,0.32287597656,-1.02075195312,1.07059982369,0.06945800781,85,672,438,-11,18,51,31.42956561483
1726926176438.68701171875,-0.00073242187,0.32287597656,-1.02075195312,1.07059982369,0.06945800781,85,672,438,-11,18,51,31.42956561483
1726926176458.56494140625,0.00646972656,0.33972167968,-0.99719238281,1.05349196738,0.02978515625,77,677,448,-19,23,61,39.55966796899
1726926176478.68701171875,0.00646972656,0.33972167968,-0.99719238281,1.05349196738,0.02978515625,77,677,448,-19,23,61,39.55966796899
1726926176498.68701171875,0.00646972656,0.33972167968,-0.99719238281,1.05349196738,0.02978515625,77,677,448,-19,23,61,39.55966796899
1726926176518.68701171875,0.00646972656,0.33972167968,-0.99719238281,1.05349196738,0.02978515625,77,677,448,-19,23,61,39.55966796899
1726926176538.56494140625,-0.0068359375,0.34448242187,-0.99340820312,1.05146313632,0.01452636718,86,681,453,-10,27,66,20.32313682966
1726926176558.68701171875,-0.0068359375,0.34448242187,-0.99340820312,1.05146313632,0.01452636718,86,681,453,-10,27,66,20.32313682966
1726926176578.68701171875,-0.0068359375,0.34448242187,-0.99340820312,1.05146313632,0.01452636718,86,681,453,-10,27,66,20.32313682966
1726926176598.68701171875,-0.0068359375,0.34448242187,-0.99340820312,1.05146313632,0.01452636718,86,681,453,-10,27,66,20.32313682966
1726926176618.56494140625,-0.0234375,0.33422851562,-0.99694824218,1.05174322658,0.01977539062,87,673,448,-9,19,61,25.34617594194
1726926176638.68701171875,-0.0234375,0.33422851562,-0.99694824218,1.05174322658,0.01977539062,87,673,448,-9,19,61,25.34617594194
1726926176658.71752929687,-0.0234375,0.33422851562,-0.99694824218,1.05174322658,0.01977539062,87,673,448,-9,19,61,25.34617594194
1726926176678.71752929687,-0.0234375,0.33422851562,-0.99694824218,1.05174322658,0.01977539062,87,673,448,-9,19,61,25.34617594194
1726926176698.56469726562,-0.04272460937,0.32421875,-0.99743652343,1.04967747826,0.02172851562,82,673,450,-14,19,63,36.38435181583
1726926176718.68701171875,-0.04272460937,0.32421875,-0.99743652343,1.04967747826,0.02172851562,82,673,450,-14,19,63,36.38435181583
1726926176738.68701171875,-0.04272460937,0.32421875,-0.99743652343,1.04967747826,0.02172851562,82,673,450,-14,19,63,36.38435181583
1726926176758.71752929687,-0.04272460937,0.32421875,-0.99743652343,1.04967747826,0.02172851562,82,673,450,-14,19,63,36.38435181583
1726926176778.56494140625,-0.04956054687,0.31433105468,-0.99987792968,1.04929315923,0.01220703125,73,682,455,-23,28,68,39.40066066347
1726926176798.68701171875,-0.04956054687,0.31433105468,-0.99987792968,1.04929315923,0.01220703125,73,682,455,-23,28,68,39.40066066347
1726926176818.68701171875,-0.04956054687,0.31433105468,-0.99987792968,1.04929315923,0.01220703125,73,682,455,-23,28,68,39.40066066347
1726926176838.68701171875,-0.04956054687,0.31433105468,-0.99987792968,1.04929315923,0.01220703125,73,682,455,-23,28,68,39.40066066347
1726926176858.56494140625,-0.03100585937,0.31066894531,-1.00402832031,1.05145110437,0.01928710937,79,681,453,-17,27,66,32.19573393471
1726926176878.68701171875,-0.03100585937,0.31066894531,-1.00402832031,1.05145110437,0.01928710937,79,681,453,-17,27,66,32.19573393471
1726926176898.68701171875,-0.03100585937,0.31066894531,-1.00402832031,1.05145110437,0.01928710937,79,681,453,-17,27,66,32.19573393471
1726926176918.68701171875,-0.03100585937,0.31066894531,-1.00402832031,1.05145110437,0.01928710937,79,681,453,-17,27,66,32.19573393471
1726926176938.56469726562,-0.00451660156,0.32678222656,-0.99768066406,1.04984462218,0.03161621093,67,678,448,-29,24,61,50.38931175997
1726926176958.68701171875,-0.00451660156,0.32678222656,-0.99768066406,1.04984462218,0.03161621093,67,678,448,-29,24,61,50.38931175997
1726926176978.71752929687,-0.00451660156,0.32678222656,-0.99768066406,1.04984462218,0.03161621093,67,678,448,-29,24,61,50.38931175997
1726926176998.68701171875,-0.00451660156,0.32678222656,-0.99768066406,1.04984462218,0.03161621093,67,678,448,-29,24,61,50.38931175997
1726926177018.53442382812,0.01708984375,0.34460449218,-0.99047851562,1.04885271068,0.02880859375,73,687,449,-23,33,62,34.87532834460
1726926177038.68701171875,0.01708984375,0.34460449218,-0.99047851562,1.04885271068,0.02880859375,73,687,449,-23,33,62,34.87532834460
1726926177058.71752929687,0.01708984375,0.34460449218,-0.99047851562,1.04885271068,0.02880859375,73,687,449,-23,33,62,34.87532834460
1726926177102.5341796875,0.01794433593,0.35192871093,-0.99658203125,1.05704851439,0.00952148437,74,687,454,-22,33,67,33.69006752597
1726926177111.26708984375,0.01794433593,0.35192871093,-0.99658203125,1.05704851439,0.00952148437,74,687,454,-22,33,67,33.69006752597
1726926177120.03076171875,0.01794433593,0.35192871093,-0.99658203125,1.05704851439,0.00952148437,74,687,454,-22,33,67,33.69006752597
1726926177138.56494140625,0.01794433593,0.35192871093,-0.99658203125,1.05704851439,0.00952148437,74,687,454,-22,33,67,33.69006752597
1726926177158.71752929687,0.01794433593,0.35192871093,-0.99658203125,1.05704851439,0.00952148437,74,687,454,-22,33,67,33.69006752597
1726926177178.56469726562,0.00793457031,0.3408203125,-1.00463867187,1.06090541701,0.01696777343,78,682,453,-18,28,66,32.73522627210
1726926177198.71752929687,0.00793457031,0.3408203125,-1.00463867187,1.06090541701,0.01696777343,78,682,453,-18,28,66,32.73522627210
1726926177218.68701171875,0.00793457031,0.3408203125,-1.00463867187,1.06090541701,0.01696777343,78,682,453,-18,28,66,32.73522627210
1726926177238.68701171875,0.00793457031,0.3408203125,-1.00463867187,1.06090541701,0.01696777343,78,682,453,-18,28,66,32.73522627210
1726926177258.56494140625,0.00732421875,0.32409667968,-1.00219726562,1.05332410073,0.01684570312,66,677,449,-30,23,62,52.52382043863
