timestamp,accel.x,accel.y,accel.z,accel.mag,accel.diff,comp.x,comp.y,comp.z,comp.dx,comp.dy,comp.dz,comp.heading
1726143579491.4111328125,0.34350585937,-0.12524414062,-0.98767089843,1.05317433210,0.04858398437,88,637,400,-156,-193,202,141.05173210879
1726143579511.064453125,0.34936523437,-0.12158203125,-1.00146484375,1.06760015482,0.01538085937,-41,630,374,-250,-200,176,128.65980825409
1726143579531.17553710937,0.34936523437,-0.12158203125,-1.00146484375,1.06760015482,0.01538085937,-41,630,374,-250,-200,176,128.65980825409
1726143579551.16455078125,0.34936523437,-0.12158203125,-1.00146484375,1.06760015482,0.01538085937,-41,630,374,-250,-200,176,128.65980825409
1726143579571.18408203125,0.34936523437,-0.12158203125,-1.00146484375,1.06760015482,0.01538085937,-41,630,374,-250,-200,176,128.65980825409
1726143579591.23413085937,0.32189941406,-0.10522460937,-0.97985839843,1.03673233391,0.03857421875,-29,634,383,-238,-196,185,129.47245984834
1726143579611.162109375,0.32189941406,-0.10522460937,-0.97985839843,1.03673233391,0.03857421875,-29,634,383,-238,-196,185,129.47245984834
1726143579631.181640625,0.32189941406,-0.10522460937,-0.97985839843,1.03673233391,0.03857421875,-29,634,383,-238,-196,185,129.47245984834
1726143579651.17065429687,0.32189941406,-0.10522460937,-0.97985839843,1.03673233391,0.03857421875,-29,634,383,-238,-196,185,129.47245984834
1726143579671.03759765625,0.3173828125,-0.10070800781,-0.97497558593,1.03026760877,0.00793457031,-35,631,384,-244,-199,186,129.19978225256
1726143579691.17919921875,0.3173828125,-0.10070800781,-0.97497558593,1.03026760877,0.00793457031,-35,631,384,-244,-199,186,129.19978225256
1726143579711.16821289062,0.3173828125,-0.10070800781,-0.97497558593,1.03026760877,0.00793457031,-35,631,384,-244,-199,186,129.19978225256
1726143579731.1572265625,0.3173828125,-0.10070800781,-0.97497558593,1.03026760877,0.00793457031,-35,631,384,-244,-199,186,129.19978225256
1726143579751.0546875,0.28930664062,-0.0830078125,-0.99462890625,1.03917048187,0.03845214843,-51,645,380,-250,-185,182,126.50144112050
1726143579771.16577148437,0.28930664062,-0.0830078125,-0.99462890625,1.03917048187,0.03845214843,-51,645,380,-250,-185,182,126.50144112050
