timestamp,accel.x,accel.y,accel.z,accel.mag,accel.diff,comp.x,comp.y,comp.z,comp.dx,comp.dy,comp.dz,comp.heading
1726334868436.86938476562,0.43444824218,0.10180664062,-0.96337890625,1.06170089207,0.02319335937,-209,582,461,-212,-160,70,127.04247477308
1726334868456.9609375,0.43444824218,0.10180664062,-0.96337890625,1.06170089207,0.02319335937,-209,582,461,-212,-160,70,127.04247477308
1726334868476.93041992187,0.43444824218,0.10180664062,-0.96337890625,1.06170089207,0.02319335937,-209,582,461,-212,-160,70,127.04247477308
1726334868496.93041992187,0.43444824218,0.10180664062,-0.96337890625,1.06170089207,0.02319335937,-209,582,461,-212,-160,70,127.04247477308
1726334868516.77783203125,0.431640625,0.11169433593,-0.94982910156,1.04926859097,0.01696777343,-196,584,464,-199,-158,73,128.44851561814
1726334868536.93041992187,0.431640625,0.11169433593,-0.94982910156,1.04926859097,0.01696777343,-196,584,464,-199,-158,73,128.44851561814
1726334868556.9609375,0.431640625,0.11169433593,-0.94982910156,1.04926859097,0.01696777343,-196,584,464,-199,-158,73,128.44851561814
1726334868576.93017578125,0.431640625,0.11169433593,-0.94982910156,1.04926859097,0.01696777343,-196,584,464,-199,-158,73,128.44851561814
1726334868596.80810546875,0.43225097656,0.09741210937,-0.95153808593,1.04964506133,0.01428222656,-205,588,467,-208,-154,75,126.51567786502
1726334868616.93017578125,0.43225097656,0.09741210937,-0.95153808593,1.04964506133,0.01428222656,-205,588,467,-208,-154,75,126.51567786502
1726334868636.9609375,0.43225097656,0.09741210937,-0.95153808593,1.04964506133,0.01428222656,-205,588,467,-208,-154,75,126.51567786502
1726334868656.93041992187,0.43225097656,0.09741210937,-0.95153808593,1.04964506133,0.01428222656,-205,588,467,-208,-154,75,126.51567786502
1726334868676.80810546875,0.43664550781,0.09497070312,-0.95764160156,1.05676684797,0.0078125,-207,589,453,-210,-153,61,126.07601155636
1726334868696.93041992187,0.43664550781,0.09497070312,-0.95764160156,1.05676684797,0.0078125,-207,589,453,-210,-153,61,126.07601155636
1726334868716.93041992187,0.43664550781,0.09497070312,-0.95764160156,1.05676684797,0.0078125,-207,589,453,-210,-153,61,126.07601155636
1726334868736.9609375,0.43664550781,0.09497070312,-0.95764160156,1.05676684797,0.0078125,-207,589,453,-210,-153,61,126.07601155636
1726334868756.80834960937,0.44396972656,0.10107421875,-0.96459960937,1.06666654686,0.01171875,-206,589,444,-209,-153,52,126.20626964583
1726334868776.93041992187,0.44396972656,0.10107421875,-0.96459960937,1.06666654686,0.01171875,-206,589,444,-209,-153,52,126.20626964583
1726334868796.93041992187,0.44396972656,0.10107421875,-0.96459960937,1.06666654686,0.01171875,-206,589,444,-209,-153,52,126.20626964583
1726334868816.93017578125,0.44396972656,0.10107421875,-0.96459960937,1.06666654686,0.01171875,-206,589,444,-209,-153,52,126.20626964583
1726334868836.77758789062,0.44519042968,0.10498046875,-0.95007324218,1.05444515410,0.01501464843,-199,585,464,-202,-157,72,127.85534162940
1726334868856.93017578125,0.44519042968,0.10498046875,-0.95007324218,1.05444515410,0.01501464843,-199,585,464,-202,-157,72,127.85534162940
1726334868876.93017578125,0.44519042968,0.10498046875,-0.95007324218,1.05444515410,0.01501464843,-199,585,464,-202,-157,72,127.85534162940
1726334868896.93041992187,0.44519042968,0.10498046875,-0.95007324218,1.05444515410,0.01501464843,-199,585,464,-202,-157,72,127.85534162940
1726334868916.80810546875,0.45617675781,0.10571289062,-0.94653320312,1.05602914459,0.01147460937,-197,587,453,-200,-155,61,127.77568430595
1726334868936.93041992187,0.45617675781,0.10571289062,-0.94653320312,1.05602914459,0.01147460937,-197,587,453,-200,-155,61,127.77568430595
1726334868956.93041992187,0.45617675781,0.10571289062,-0.94653320312,1.05602914459,0.01147460937,-197,587,453,-200,-155,61,127.77568430595
1726334868976.9609375,0.45617675781,0.10571289062,-0.94653320312,1.05602914459,0.01147460937,-197,587,453,-200,-155,61,127.77568430595
1726334868996.80834960937,0.46447753906,0.09252929687,-0.95104980468,1.06244848631,0.01611328125,-207,589,459,-210,-153,67,126.07601155636
1726334869016.93041992187,0.46447753906,0.09252929687,-0.95104980468,1.06244848631,0.01611328125,-207,589,459,-210,-153,67,126.07601155636
1726334869036.93041992187,0.46447753906,0.09252929687,-0.95104980468,1.06244848631,0.01611328125,-207,589,459,-210,-153,67,126.07601155636
1726334869056.9609375,0.46447753906,0.09252929687,-0.95104980468,1.06244848631,0.01611328125,-207,589,459,-210,-153,67,126.07601155636
1726334869076.80810546875,0.46313476562,0.08740234375,-0.921875,1.03536780732,0.02954101562,-199,591,457,-202,-151,65,126.77902416214
1726334869096.93017578125,0.46313476562,0.08740234375,-0.921875,1.03536780732,0.02954101562,-199,591,457,-202,-151,65,126.77902416214
1726334869116.93017578125,0.46313476562,0.08740234375,-0.921875,1.03536780732,0.02954101562,-199,591,457,-202,-151,65,126.77902416214
1726334869136.93017578125,0.46313476562,0.08740234375,-0.921875,1.03536780732,0.02954101562,-199,591,457,-202,-151,65,126.77902416214
1726334869156.77758789062,0.46667480468,0.11633300781,-0.91247558593,1.03147003687,0.03051757812,-205,589,454,-208,-153,62,126.33734183334
1726334869176.93041992187,0.46667480468,0.11633300781,-0.91247558593,1.03147003687,0.03051757812,-205,589,454,-208,-153,62,126.33734183334
1726334869196.93041992187,0.46667480468,0.11633300781,-0.91247558593,1.03147003687,0.03051757812,-205,589,454,-208,-153,62,126.33734183334
1726334869216.93041992187,0.46667480468,0.11633300781,-0.91247558593,1.03147003687,0.03051757812,-205,589,454,-208,-153,62,126.33734183334
1726334869236.80834960937,0.46520996093,0.12878417968,-0.93005371093,1.04785761338,0.021484375,-200,594,459,-203,-148,67,126.09444479668
1726334869256.93041992187,0.46520996093,0.12878417968,-0.93005371093,1.04785761338,0.021484375,-200,594,459,-203,-148,67,126.09444479668
1726334869276.93041992187,0.46520996093,0.12878417968,-0.93005371093,1.04785761338,0.021484375,-200,594,459,-203,-148,67,126.09444479668
1726334869296.93041992187,0.46520996093,0.12878417968,-0.93005371093,1.04785761338,0.021484375,-200,594,459,-203,-148,67,126.09444479668
1726334869316.80810546875,0.4541015625,0.11584472656,-0.93713378906,1.04778240505,0.01843261718,-196,588,454,-199,-154,62,127.73518941591
1726334869336.93017578125,0.4541015625,0.11584472656,-0.93713378906,1.04778240505,0.01843261718,-196,588,454,-199,-154,62,127.73518941591
1726334869356.96069335937,0.4541015625,0.11584472656,-0.93713378906,1.04778240505,0.01843261718,-196,588,454,-199,-154,62,127.73518941591
1726334869376.93017578125,0.4541015625,0.11584472656,-0.93713378906,1.04778240505,0.01843261718,-196,588,454,-199,-154,62,127.73518941591
1726334869396.80810546875,0.43640136718,0.10241699218,-0.9404296875,1.04179815257,0.02233886718,-192,593,459,-195,-149,67,127.38353798070
1726334869429.51049804687,0.43640136718,0.10241699218,-0.9404296875,1.04179815257,0.02233886718,-192,593,459,-195,-149,67,127.38353798070
1726334869438.6708984375,0.43640136718,0.10241699218,-0.9404296875,1.04179815257,0.02233886718,-192,593,459,-195,-149,67,127.38353798070
1726334869456.80810546875,0.43640136718,0.10241699218,-0.9404296875,1.04179815257,0.02233886718,-192,593,459,-195,-149,67,127.38353798070
1726334869476.80834960937,0.42614746093,0.09521484375,-0.94616699218,1.04206501814,0.013671875,-192,595,448,-195,-147,56,127.01067323360
1726334869496.93041992187,0.42614746093,0.09521484375,-0.94616699218,1.04206501814,0.013671875,-192,595,448,-195,-147,56,127.01067323360
1726334869516.93041992187,0.42614746093,0.09521484375,-0.94616699218,1.04206501814,0.013671875,-192,595,448,-195,-147,56,127.01067323360
1726334869536.93041992187,0.42614746093,0.09521484375,-0.94616699218,1.04206501814,0.013671875,-192,595,448,-195,-147,56,127.01067323360
1726334869556.80834960937,0.4296875,0.0927734375,-0.94982910156,1.04662007459,0.00561523437,-193,588,466,-196,-154,74,128.15722658736
1726334869576.93017578125,0.4296875,0.0927734375,-0.94982910156,1.04662007459,0.00561523437,-193,588,466,-196,-154,74,128.15722658736
1726334869596.96069335937,0.4296875,0.0927734375,-0.94982910156,1.04662007459,0.00561523437,-193,588,466,-196,-154,74,128.15722658736
1726334869616.93017578125,0.4296875,0.0927734375,-0.94982910156,1.04662007459,0.00561523437,-193,588,466,-196,-154,74,128.15722658736
1726334869636.80810546875,0.42919921875,0.07604980468,-0.94641113281,1.04196428656,0.01696777343,-188,595,469,-191,-147,76,127.58308628086
1726334869656.93041992187,0.42919921875,0.07604980468,-0.94641113281,1.04196428656,0.01696777343,-188,595,469,-191,-147,76,127.58308628086
1726334869676.93041992187,0.42919921875,0.07604980468,-0.94641113281,1.04196428656,0.01696777343,-188,595,469,-191,-147,76,127.58308628086
1726334869696.93041992187,0.42919921875,0.07604980468,-0.94641113281,1.04196428656,0.01696777343,-188,595,469,-191,-147,76,127.58308628086
1726334869716.80834960937,0.38000488281,0.01098632812,-0.86755371093,0.94719261595,0.11340332031,-190,602,455,-193,-140,62,125.95670332595
1726334869736.93041992187,0.38000488281,0.01098632812,-0.86755371093,0.94719261595,0.11340332031,-190,602,455,-193,-140,62,125.95670332595
1726334869756.93041992187,0.38000488281,0.01098632812,-0.86755371093,0.94719261595,0.11340332031,-190,602,455,-193,-140,62,125.95670332595
1726334869776.93041992187,0.38000488281,0.01098632812,-0.86755371093,0.94719261595,0.11340332031,-190,602,455,-193,-140,62,125.95670332595
1726334869796.80834960937,0.30908203125,-0.06005859375,-0.71728515625,0.78334968698,0.1806640625,-188,612,462,-191,-130,69,124.24031019657
1726334869816.93017578125,0.30908203125,-0.06005859375,-0.71728515625,0.78334968698,0.1806640625,-188,612,462,-191,-130,69,124.24031019657
1726334869836.93017578125,0.30908203125,-0.06005859375,-0.71728515625,0.78334968698,0.1806640625,-188,612,462,-191,-130,69,124.24031019657
1726334869856.93017578125,0.30908203125,-0.06005859375,-0.71728515625,0.78334968698,0.1806640625,-188,612,462,-191,-130,69,124.24031019657
1726334869876.80810546875,0.19470214843,0.17578125,-0.66381835937,0.71376662061,0.26745605468,-173,679,467,-176,-63,74,109.69505886886
1726334869896.93041992187,0.19470214843,0.17578125,-0.66381835937,0.71376662061,0.26745605468,-173,679,467,-176,-63,74,109.69505886886
1726334869916.9609375,0.19470214843,0.17578125,-0.66381835937,0.71376662061,0.26745605468,-173,679,467,-176,-63,74,109.69505886886
1726334869936.93041992187,0.19470214843,0.17578125,-0.66381835937,0.71376662061,0.26745605468,-173,679,467,-176,-63,74,109.69505886886
1726334869956.80810546875,0.13830566406,0.60778808593,-0.78491210937,1.00230825276,0.4521484375,-118,738,468,-121,-4,75,91.89338584574
1726334869976.93041992187,0.13830566406,0.60778808593,-0.78491210937,1.00230825276,0.4521484375,-118,738,468,-121,-4,75,91.89338584574
1726334869996.93041992187,0.13830566406,0.60778808593,-0.78491210937,1.00230825276,0.4521484375,-118,738,468,-121,-4,75,91.89338584574
1726334870016.93041992187,0.13830566406,0.60778808593,-0.78491210937,1.00230825276,0.4521484375,-118,738,468,-121,-4,75,91.89338584574
1726334870036.80834960937,0.14526367187,0.90832519531,-0.94860839843,1.32136826372,0.34228515625,-88,792,465,-91,50,72,61.21338168998
1726334870056.93041992187,0.14526367187,0.90832519531,-0.94860839843,1.32136826372,0.34228515625,-88,792,465,-91,50,72,61.21338168998
1726334870076.93017578125,0.14526367187,0.90832519531,-0.94860839843,1.32136826372,0.34228515625,-88,792,465,-91,50,72,61.21338168998
1726334870096.93017578125,0.14526367187,0.90832519531,-0.94860839843,1.32136826372,0.34228515625,-88,792,465,-91,50,72,61.21338168998
1726334870116.80810546875,0.10278320312,0.95886230468,-0.97180175781,1.36907996942,0.06994628906,-74,814,456,-77,72,63,46.92195595893
1726334870136.93017578125,0.10278320312,0.95886230468,-0.97180175781,1.36907996942,0.06994628906,-74,814,456,-77,72,63,46.92195595893
1726334870156.9609375,0.10278320312,0.95886230468,-0.97180175781,1.36907996942,0.06994628906,-74,814,456,-77,72,63,46.92195595893
1726334870176.93041992187,0.10278320312,0.95886230468,-0.97180175781,1.36907996942,0.06994628906,-74,814,456,-77,72,63,46.92195595893
1726334870196.80810546875,0.12451171875,0.80517578125,-0.86804199218,1.19050749977,0.18664550781,-85,818,466,-88,76,73,49.18491612511
1726334870216.93041992187,0.12451171875,0.80517578125,-0.86804199218,1.19050749977,0.18664550781,-85,818,466,-88,76,73,49.18491612511
1726334870236.9609375,0.12451171875,0.80517578125,-0.86804199218,1.19050749977,0.18664550781,-85,818,466,-88,76,73,49.18491612511
1726334870256.93041992187,0.12451171875,0.80517578125,-0.86804199218,1.19050749977,0.18664550781,-85,818,466,-88,76,73,49.18491612511
1726334870276.80834960937,0.10974121093,0.76586914062,-0.77478027343,1.09493522458,0.10217285156,-92,802,467,-95,60,74,57.72435568542
1726334870296.9609375,0.10974121093,0.76586914062,-0.77478027343,1.09493522458,0.10217285156,-92,802,467,-95,60,74,57.72435568542
1726334870316.93017578125,0.10974121093,0.76586914062,-0.77478027343,1.09493522458,0.10217285156,-92,802,467,-95,60,74,57.72435568542
1726334870336.93017578125,0.10974121093,0.76586914062,-0.77478027343,1.09493522458,0.10217285156,-92,802,467,-95,60,74,57.72435568542
1726334870356.80810546875,-0.08471679687,0.76098632812,-0.78454589843,1.09626155365,0.19470214843,-90,789,462,-93,47,69,63.18904569965
1726334870376.93017578125,-0.08471679687,0.76098632812,-0.78454589843,1.09626155365,0.19470214843,-90,789,462,-93,47,69,63.18904569965
1726334870396.93041992187,-0.08471679687,0.76098632812,-0.78454589843,1.09626155365,0.19470214843,-90,789,462,-93,47,69,63.18904569965
1726334870416.93041992187,-0.08471679687,0.76098632812,-0.78454589843,1.09626155365,0.19470214843,-90,789,462,-93,47,69,63.18904569965
1726334870453.93798828125,-0.17138671875,0.58972167968,-0.63842773437,0.88585271850,0.2412109375,-81,784,469,-84,42,76,63.43494882292
1726334870462.6708984375,-0.17138671875,0.58972167968,-0.63842773437,0.88585271850,0.2412109375,-81,784,469,-84,42,76,63.43494882292
1726334870476.80834960937,-0.17138671875,0.58972167968,-0.63842773437,0.88585271850,0.2412109375,-81,784,469,-84,42,76,63.43494882292
1726334870496.93041992187,-0.17138671875,0.58972167968,-0.63842773437,0.88585271850,0.2412109375,-81,784,469,-84,42,76,63.43494882292
1726334870516.80834960937,-0.25134277343,0.45471191406,-0.57495117187,0.77492255393,0.16918945312,-75,760,467,-78,18,74,77.00538320808
1726334870536.93041992187,-0.25134277343,0.45471191406,-0.57495117187,0.77492255393,0.16918945312,-75,760,467,-78,18,74,77.00538320808
1726334870556.93041992187,-0.25134277343,0.45471191406,-0.57495117187,0.77492255393,0.16918945312,-75,760,467,-78,18,74,77.00538320808
1726334870576.93017578125,-0.25134277343,0.45471191406,-0.57495117187,0.77492255393,0.16918945312,-75,760,467,-78,18,74,77.00538320808
1726334870596.80810546875,-0.3408203125,0.73889160156,-0.40783691406,0.91019241523,0.34155273437,-72,794,453,-75,52,60,55.26514046021
1726334870616.93017578125,-0.3408203125,0.73889160156,-0.40783691406,0.91019241523,0.34155273437,-72,794,453,-75,52,60,55.26514046021
1726334870636.93017578125,-0.3408203125,0.73889160156,-0.40783691406,0.91019241523,0.34155273437,-72,794,453,-75,52,60,55.26514046021
1726334870656.93041992187,-0.3408203125,0.73889160156,-0.40783691406,0.91019241523,0.34155273437,-72,794,453,-75,52,60,55.26514046021
1726334870676.80810546875,-0.24487304687,1.13623046875,-0.35583496093,1.21556612597,0.41198730468,-71,856,425,-74,114,32,32.98852161363
1726334870696.93041992187,-0.24487304687,1.13623046875,-0.35583496093,1.21556612597,0.41198730468,-71,856,425,-74,114,32,32.98852161363
1726334870716.93041992187,-0.24487304687,1.13623046875,-0.35583496093,1.21556612597,0.41198730468,-71,856,425,-74,114,32,32.98852161363
1726334870736.9609375,-0.24487304687,1.13623046875,-0.35583496093,1.21556612597,0.41198730468,-71,856,425,-74,114,32,32.98852161363
1726334870756.80834960937,-0.076171875,1.16931152343,-0.51306152343,1.27918869609,0.23291015625,-70,840,424,-73,98,31,36.68235075589
1726334870776.93041992187,-0.076171875,1.16931152343,-0.51306152343,1.27918869609,0.23291015625,-70,840,424,-73,98,31,36.68235075589
1726334870796.93041992187,-0.076171875,1.16931152343,-0.51306152343,1.27918869609,0.23291015625,-70,840,424,-73,98,31,36.68235075589
1726334870816.93017578125,-0.076171875,1.16931152343,-0.51306152343,1.27918869609,0.23291015625,-70,840,424,-73,98,31,36.68235075589
1726334870836.80810546875,0.01599121093,1.04919433593,-0.57897949218,1.19844971766,0.1650390625,-107,812,452,-110,70,59,57.52880770915
1726334870856.93017578125,0.01599121093,1.04919433593,-0.57897949218,1.19844971766,0.1650390625,-107,812,452,-110,70,59,57.52880770915
1726334870876.93017578125,0.01599121093,1.04919433593,-0.57897949218,1.19844971766,0.1650390625,-107,812,452,-110,70,59,57.52880770915
1726334870896.93041992187,0.01599121093,1.04919433593,-0.57897949218,1.19844971766,0.1650390625,-107,812,452,-110,70,59,57.52880770915
1726334870916.80810546875,0.12158203125,0.96398925781,-0.30541992187,1.01849831034,0.30529785156,-136,856,431,-139,114,38,50.64331828053
1726334870936.93041992187,0.12158203125,0.96398925781,-0.30541992187,1.01849831034,0.30529785156,-136,856,431,-139,114,38,50.64331828053
1726334870956.93041992187,0.12158203125,0.96398925781,-0.30541992187,1.01849831034,0.30529785156,-136,856,431,-139,114,38,50.64331828053
1726334870976.93041992187,0.12158203125,0.96398925781,-0.30541992187,1.01849831034,0.30529785156,-136,856,431,-139,114,38,50.64331828053
1726334870996.80834960937,0.21044921875,0.9931640625,0.07543945312,1.01801514713,0.39208984375,-161,909,378,-164,164,-15,45
1726334871016.93041992187,0.21044921875,0.9931640625,0.07543945312,1.01801514713,0.39208984375,-161,909,378,-164,164,-15,45
