timestamp,accel.x,accel.y,accel.z
1726326107179.2815,-1.02465820312,1.19909667968,0.18701171875
1726326107198.854,-1.02465820312,1.19909667968,0.18701171875
1726326107218.854,-1.02465820312,1.19909667968,0.18701171875
1726326107238.915,-1.02465820312,1.19909667968,0.18701171875
1726326107259.129,-1.0673828125,0.46313476562,0.0380859375
1726326107278.8235,-1.0673828125,0.46313476562,0.0380859375
1726326107298.9456,-1.0673828125,0.46313476562,0.0380859375
1726326107318.854,-1.0673828125,0.46313476562,0.0380859375
1726326107339.3423,-1.09765625,0.56774902343,-0.24279785156
1726326107358.9456,-1.09765625,0.56774902343,-0.24279785156
1726326107378.8235,-1.09765625,0.56774902343,-0.24279785156
1726326107398.8235,-1.09765625,0.56774902343,-0.24279785156
1726326107419.373,-0.88232421875,0.28515625,0.18078613281
1726326107438.8235,-0.88232421875,0.28515625,0.18078613281
1726326107458.854,-0.88232421875,0.28515625,0.18078613281
1726326107478.9763,-0.88232421875,0.28515625,0.18078613281
1726326107499.2205,-0.96643066406,0.21899414062,0.32092285156
1726326107518.854,-0.96643066406,0.21899414062,0.32092285156
1726326107539.0063,-0.96643066406,0.21899414062,0.32092285156
1726326107558.854,-0.96643066406,0.21899414062,0.32092285156
1726326107579.434,-1.03173828125,-0.42785644531,0.02978515625
1726326107598.854,-1.03173828125,-0.42785644531,0.02978515625
1726326107618.8235,-1.03173828125,-0.42785644531,0.02978515625
1726326107638.854,-1.03173828125,-0.42785644531,0.02978515625
1726326107659.4644,-0.78283691406,-0.30432128906,0.40991210937
1726326107678.7014,-0.78283691406,-0.30432128906,0.40991210937
1726326107698.854,-0.78283691406,-0.30432128906,0.40991210937
1726326107718.9763,-0.78283691406,-0.30432128906,0.40991210937
1726326107739.3733,-0.67407226562,0.505859375,0.64465332031
1726326107758.854,-0.67407226562,0.505859375,0.64465332031
1726326107779.0068,-0.67407226562,0.505859375,0.64465332031
1726326107798.8232,-0.67407226562,0.505859375,0.64465332031
1726326107819.5256,-0.849609375,-0.07727050781,0.52368164062
1726326107838.7625,-0.849609375,-0.07727050781,0.52368164062
1726326107858.854,-0.849609375,-0.07727050781,0.52368164062
1726326107878.854,-0.849609375,-0.07727050781,0.52368164062
1726326107900.289,-1.02624511718,-0.0439453125,0.75915527343
1726326107918.7014,-1.02624511718,-0.0439453125,0.75915527343
1726326107938.854,-1.02624511718,-0.0439453125,0.75915527343
1726326107958.976,-1.02624511718,-0.0439453125,0.75915527343
1726326107979.495,-1.15759277343,0.26354980468,0.67102050781
1726326107998.854,-1.15759277343,0.26354980468,0.67102050781
1726326108019.0068,-1.15759277343,0.26354980468,0.67102050781
1726326108038.854,-1.15759277343,0.26354980468,0.67102050781
1726326108059.6172,-1.07922363281,-0.27783203125,0.21704101562
1726326108078.7622,-1.07922363281,-0.27783203125,0.21704101562
1726326108098.8235,-1.07922363281,-0.27783203125,0.21704101562
1726326108118.8235,-1.07922363281,-0.27783203125,0.21704101562
1726326108139.648,-0.81750488281,0.36083984375,0.08569335937
1726326108158.854,-0.81750488281,0.36083984375,0.08569335937
1726326108178.854,-0.81750488281,0.36083984375,0.08569335937
1726326108198.8845,-0.81750488281,0.36083984375,0.08569335937
1726326108219.587,-0.71215820312,0.93908691406,0.06921386718
1726326108238.854,-0.71215820312,0.93908691406,0.06921386718
1726326108258.8845,-0.71215820312,0.93908691406,0.06921386718
1726326108278.854,-0.71215820312,0.93908691406,0.06921386718
1726326108300.4417,-0.72863769531,0.32897949218,-0.06359863281
1726326108318.7012,-0.72863769531,0.32897949218,-0.06359863281
1726326108338.8235,-0.72863769531,0.32897949218,-0.06359863281
1726326108358.854,-0.72863769531,0.32897949218,-0.06359863281
1726326108379.7395,-0.79064941406,0.04760742187,0.02563476562
1726326108398.7014,-0.79064941406,0.04760742187,0.02563476562
1726326108418.8235,-0.79064941406,0.04760742187,0.02563476562
1726326108438.854,-0.79064941406,0.04760742187,0.02563476562
1726326108459.6785,-0.94250488281,-0.04406738281,0.0703125
1726326108478.7014,-0.94250488281,-0.04406738281,0.0703125
1726326108498.854,-0.94250488281,-0.04406738281,0.0703125
1726326108518.854,-0.94250488281,-0.04406738281,0.0703125
1726326108539.8003,-1.05920410156,-0.34216308593,-0.08703613281
1726326108558.7012,-1.05920410156,-0.34216308593,-0.08703613281
1726326108578.854,-1.05920410156,-0.34216308593,-0.08703613281
1726326108598.854,-1.05920410156,-0.34216308593,-0.08703613281
1726326108619.831,-1.02392578125,-0.06311035156,-0.00415039062
1726326108638.7014,-1.02392578125,-0.06311035156,-0.00415039062
1726326108658.8235,-1.02392578125,-0.06311035156,-0.00415039062
1726326108678.854,-1.02392578125,-0.06311035156,-0.00415039062
1726326108699.7395,-1.01586914062,0.24926757812,-0.06750488281
1726326108718.7014,-1.01586914062,0.24926757812,-0.06750488281
1726326108738.854,-1.01586914062,0.24926757812,-0.06750488281
1726326108758.8235,-1.01586914062,0.24926757812,-0.06750488281
1726326108779.892,-1.00476074218,0.263671875,-0.2294921875
1726326108798.7012,-1.00476074218,0.263671875,-0.2294921875
1726326108818.8235,-1.00476074218,0.263671875,-0.2294921875
1726326108838.915,-1.00476074218,0.263671875,-0.2294921875
1726326108859.9226,-0.99963378906,0.26110839843,-0.30114746093
1726326108878.7014,-0.99963378906,0.26110839843,-0.30114746093
1726326108898.8845,-0.99963378906,0.26110839843,-0.30114746093
1726326108918.854,-0.99963378906,0.26110839843,-0.30114746093
1726326108939.8616,-0.99401855468,0.21606445312,-0.220703125
1726326108958.7014,-0.99401855468,0.21606445312,-0.220703125
1726326108978.854,-0.99401855468,0.21606445312,-0.220703125
1726326108998.854,-0.99401855468,0.21606445312,-0.220703125
1726326109019.984,-0.98107910156,0.21179199218,-0.14880371093
1726326109038.7014,-0.98107910156,0.21179199218,-0.14880371093
1726326109058.854,-0.98107910156,0.21179199218,-0.14880371093
1726326109078.915,-0.98107910156,0.21179199218,-0.14880371093
1726326109100.014,-0.97705078125,0.228515625,-0.12243652343
1726326109118.7012,-0.97705078125,0.228515625,-0.12243652343
1726326109138.854,-0.97705078125,0.228515625,-0.12243652343
1726326109158.854,-0.97705078125,0.228515625,-0.12243652343
1726326109179.9531,-0.98559570312,0.2509765625,-0.12170410156
1726326109198.7014,-0.98559570312,0.2509765625,-0.12170410156
1726326109218.8235,-0.98559570312,0.2509765625,-0.12170410156
1726326109238.8235,-0.98559570312,0.2509765625,-0.12170410156
1726326109260.0754,-0.98962402343,0.23315429687,-0.16931152343
1726326109278.7014,-0.98962402343,0.23315429687,-0.16931152343
1726326109298.8232,-0.98962402343,0.23315429687,-0.16931152343
1726326109318.8845,-0.98962402343,0.23315429687,-0.16931152343
1726326109340.106,-0.98522949218,0.2197265625,-0.21228027343
1726326109358.7012,-0.98522949218,0.2197265625,-0.21228027343
1726326109378.8235,-0.98522949218,0.2197265625,-0.21228027343
1726326109398.8235,-0.98522949218,0.2197265625,-0.21228027343
1726326109420.045,-0.98425292968,0.22705078125,-0.18237304687
1726326109438.7014,-0.98425292968,0.22705078125,-0.18237304687
1726326109458.8235,-0.98425292968,0.22705078125,-0.18237304687
1726326109478.854,-0.98425292968,0.22705078125,-0.18237304687
1726326109500.1667,-0.98071289062,0.22314453125,-0.14868164062
1726326109518.7014,-0.98071289062,0.22314453125,-0.14868164062
1726326109538.8235,-0.98071289062,0.22314453125,-0.14868164062
1726326109558.8235,-0.98071289062,0.22314453125,-0.14868164062
1726326109580.1975,-0.97790527343,0.21508789062,-0.13708496093
1726326109598.7012,-0.97790527343,0.21508789062,-0.13708496093
1726326109618.854,-0.97790527343,0.21508789062,-0.13708496093
1726326109638.8235,-0.97790527343,0.21508789062,-0.13708496093
1726326109660.1365,-0.97973632812,0.20495605468,-0.13269042968
1726326109678.7014,-0.97973632812,0.20495605468,-0.13269042968
1726326109698.854,-0.97973632812,0.20495605468,-0.13269042968
1726326109718.854,-0.97973632812,0.20495605468,-0.13269042968
1726326109740.2588,-0.98059082031,0.21081542968,-0.14208984375
1726326109758.7014,-0.98059082031,0.21081542968,-0.14208984375
1726326109778.9458,-0.98059082031,0.21081542968,-0.14208984375
1726326109798.854,-0.98059082031,0.21081542968,-0.14208984375
1726326109820.289,-0.98315429687,0.22912597656,-0.14758300781
1726326109838.7012,-0.98315429687,0.22912597656,-0.14758300781
1726326109858.8235,-0.98315429687,0.22912597656,-0.14758300781
1726326109878.8235,-0.98315429687,0.22912597656,-0.14758300781
1726326109900.289,-0.98425292968,0.24182128906,-0.14587402343
1726326109918.7014,-0.98425292968,0.24182128906,-0.14587402343
1726326109938.8235,-0.98425292968,0.24182128906,-0.14587402343
1726326109958.854,-0.98425292968,0.24182128906,-0.14587402343
1726326109980.3503,-0.98376464843,0.24768066406,-0.14514160156
1726326109998.7014,-0.98376464843,0.24768066406,-0.14514160156
1726326110019.0068,-0.98376464843,0.24768066406,-0.14514160156
1726326110038.854,-0.98376464843,0.24768066406,-0.14514160156
1726326110060.3806,-0.98352050781,0.24841308593,-0.14172363281
1726326110078.7012,-0.98352050781,0.24841308593,-0.14172363281
1726326110098.8235,-0.98352050781,0.24841308593,-0.14172363281
1726326110118.8235,-0.98352050781,0.24841308593,-0.14172363281
1726326110140.3196,-0.97924804687,0.25073242187,-0.13696289062
1726326110158.7014,-0.97924804687,0.25073242187,-0.13696289062
1726326110178.854,-0.97924804687,0.25073242187,-0.13696289062
1726326110198.9456,-0.97924804687,0.25073242187,-0.13696289062
1726326110220.442,-0.97729492187,0.25708007812,-0.13781738281
1726326110238.732,-0.97729492187,0.25708007812,-0.13781738281
1726326110259.0068,-0.97729492187,0.25708007812,-0.13781738281
1726326110278.854,-0.97729492187,0.25708007812,-0.13781738281
1726326110300.472,-0.98046875,0.25793457031,-0.14453125
1726326110318.7012,-0.98046875,0.25793457031,-0.14453125
1726326110338.854,-0.98046875,0.25793457031,-0.14453125
1726326110358.8235,-0.98046875,0.25793457031,-0.14453125
1726326110380.442,-0.98315429687,0.24169921875,-0.14770507812
1726326110398.7014,-0.98315429687,0.24169921875,-0.14770507812
1726326110418.8845,-0.98315429687,0.24169921875,-0.14770507812
1726326110438.976,-0.98315429687,0.24169921875,-0.14770507812
1726326110460.5334,-0.986328125,0.23229980468,-0.13793945312
1726326110478.7625,-0.986328125,0.23229980468,-0.13793945312
1726326110498.854,-0.986328125,0.23229980468,-0.13793945312
1726326110518.8235,-0.986328125,0.23229980468,-0.13793945312
1726326110540.5637,-0.98583984375,0.22351074218,-0.13525390625
1726326110558.7012,-0.98583984375,0.22351074218,-0.13525390625
1726326110578.854,-0.98583984375,0.22351074218,-0.13525390625
